description,drugbank-id,name,reagent-id
"The therapeutic efficacy of (1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE can be decreased when used in combination with Lanreotide.",DB06791,"(1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE",DB08044
The serum concentration of Mevastatin can be decreased when it is combined with Lanthanum carbonate.,DB06792,Mevastatin,DB06693
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Lodoxamide.",DB06794,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
The risk or severity of adverse effects can be increased when Mafenide is combined with Nitrous acid.,DB06795,Nitrous acid,DB09112
The therapeutic efficacy of Mebutamate can be decreased when used in combination with Yohimbine.,DB06797,Yohimbine,DB01392
The serum concentration of Mecamylamine can be decreased when it is combined with Methenamine.,DB06146,Mecamylamine,DB00657
The serum concentration of the active metabolites of Fesoterodine can be increased when Fesoterodine is used in combination with Methylnaltrexone.,DB06800,Fesoterodine,DB06702
The risk or severity of adverse effects can be increased when Nepafenac is combined with Pitolisant.,DB06802,Pitolisant,DB11642
The serum concentration of Niclosamide can be decreased when it is combined with Tafenoquine.,DB06803,Tafenoquine,DB06608
The therapeutic efficacy of Nonoxynol-9 can be decreased when used in combination with Tipiracil.,DB06804,Tipiracil,DB09343
The risk or severity of adverse effects can be increased when Phenyl aminosalicylate is combined with Fluticasone.,DB06807,Fluticasone,DB13867
Cyclophosphamide may increase the cardiotoxic activities of Plicamycin.,DB06810,Cyclophosphamide,DB00531
The serum concentration of Pralatrexate can be increased when it is combined with Sulfamethoxazole.,DB05527,Sulfamethoxazole,DB01015
Racepinephrine may decrease the vasoconstricting activities of Protokylol.,DB06814,Racepinephrine,DB11124
The serum concentration of Pyrvinium can be decreased when it is combined with Tafenoquine.,DB06816,Tafenoquine,DB06608
The serum concentration of Raltegravir can be decreased when it is combined with Tipranavir.,DB05355,Tipranavir,DB00932
The therapeutic efficacy of Phenylbutyric acid can be decreased when used in combination with Haloperidol.,DB12600,Haloperidol,DB00502
The therapeutic efficacy of Sulconazole can be increased when used in combination with Menthol.,DB06820,Menthol,DB00825
The risk or severity of adverse effects can be increased when Dexketoprofen is combined with Sulfameter.,DB06821,Dexketoprofen,DB09214
The risk or severity of adverse effects can be increased when Tinzaparin is combined with Treprostinil.,DB06822,Treprostinil,DB00374
The serum concentration of Ferric pyrophosphate can be decreased when it is combined with Triethylenetetramine.,DB06824,Ferric pyrophosphate,DB09147
"The therapeutic efficacy of (1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE can be decreased when used in combination with Triptorelin.",DB06825,"(1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE",DB08044
Iloprost may increase the hypotensive activities of Unoprostone.,DB06826,Iloprost,DB01088
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Viomycin.,DB06827,Picosulfuric acid,DB09268
The risk or severity of adverse effects can be increased when 3-Hydroxyhippuric acid is combined with Sulpiride.,DB07069,Sulpiride,DB00391
Cyclophosphamide may increase the cardiotoxic activities of Veliparib.,DB07232,Cyclophosphamide,DB00531
The serum concentration of Zidovudine can be decreased when it is combined with 4-(2-Aminoethyl)Benzenesulfonyl Fluoride.,DB07347,Zidovudine,DB00495
The therapeutic efficacy of Brefeldin A can be increased when used in combination with Menthol.,DB07348,Menthol,DB00825
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Anisomycin.,DB07374,Picosulfuric acid,DB09268
The risk or severity of adverse effects can be increased when Azapropazone is combined with Pitolisant.,DB07402,Pitolisant,DB11642
The risk or severity of adverse effects can be increased when Felbinac is combined with Pitolisant.,DB07477,Pitolisant,DB11642
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Chloramphenicol succinate.,DB07565,Picosulfuric acid,DB09268
The risk or severity of adverse effects can be increased when Tranilast is combined with Pitolisant.,DB07615,Pitolisant,DB11642
Epibatidine may decrease the anticholinergic activities of Cimetropium.,DB07720,Cimetropium,DB09271
The serum concentration of Zidovudine can be decreased when it is combined with Z-Val-Ala-Asp fluoromethyl ketone.,DB07744,Zidovudine,DB00495
The risk or severity of adverse effects can be increased when Ferulic acid is combined with Pitolisant.,DB07767,Pitolisant,DB11642
Hexestrol may increase the thrombogenic activities of Conestat alfa.,DB08959,Conestat alfa,DB09228
The serum concentration of 3-isobutyl-1-methyl-7H-xanthine can be increased when it is combined with Dosulepin.,DB07954,Dosulepin,DB09167
The risk or severity of adverse effects can be increased when Dexketoprofen is combined with 5-(2-methylpiperazine-1-sulfonyl)isoquinoline.,DB07996,Dexketoprofen,DB09214
"The serum concentration of Zidovudine can be decreased when it is combined with (1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE.",DB08044,Zidovudine,DB00495
The therapeutic efficacy of Wortmannin can be increased when used in combination with Menthol.,DB08059,Menthol,DB00825
Cyclophosphamide may increase the cardiotoxic activities of nocodazole.,DB08313,Cyclophosphamide,DB00531
The serum concentration of Sulthiame can be decreased when it is combined with Orlistat.,DB08329,Orlistat,DB01083
The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with PICEATANNOL.,DB08399,Vemurafenib,DB08881
Puromycin may increase the respiratory depressant activities of Alcuronium.,DB08437,Alcuronium,DB13648
The serum concentration of Parecoxib can be increased when it is combined with Dasatinib.,DB08439,Dasatinib,DB01254
Cyclophosphamide may increase the cardiotoxic activities of Efaproxiral.,DB06459,Cyclophosphamide,DB00531
"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline may increase the hypertensive activities of Norepinephrine.",DB08550,Norepinephrine,DB00368
Triclosan may increase the myelosuppressive activities of Lipegfilgrastim.,DB08604,Lipegfilgrastim,DB13200
The therapeutic efficacy of Picosulfuric acid can be decreased when used in combination with Thiamphenicol.,DB08621,Picosulfuric acid,DB09268
The serum concentration of Zidovudine can be decreased when it is combined with Thiorphan.,DB01654,Zidovudine,DB00495
The risk or severity of adverse effects can be increased when Ethyl biscoumacetate is combined with Azficel-T.,DB08794,Azficel-T,DB11051
The serum concentration of Methotrexate can be increased when it is combined with Azidocillin.,DB08795,Methotrexate,DB00563
The risk or severity of adverse effects can be increased when Dexketoprofen is combined with Pipazethate.,DB08796,Dexketoprofen,DB09214
The risk or severity of adverse effects can be increased when Salicylamide is combined with Pitolisant.,DB08797,Pitolisant,DB11642
The serum concentration of Sulfamoxole can be decreased when it is combined with Apalutamide.,DB08798,Apalutamide,DB11901
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Antazoline.",DB08799,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Chloropyramine.",DB07523,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Dimetindene.",DB08801,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Isothipendyl.",DB08802,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
Fluticasone may increase the fluid retaining activities of Nandrolone decanoate.,DB08804,Fluticasone,DB13867
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Metiamide.",DB08805,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
"2,5-Dimethoxy-4-ethylthioamphetamine may decrease the sedative activities of Roxatidine acetate.",DB08806,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940
Bopindolol may increase the hypoglycemic activities of Metahexamide.,DB08807,Metahexamide,DB13675
Bupranolol may increase the hypoglycemic activities of Metahexamide.,DB08808,Metahexamide,DB13675
Cinitapride may increase the hypertensive activities of Droxidopa.,DB08810,Droxidopa,DB06262
The serum concentration of Rilpivirine can be increased when it is combined with Tofisopam.,DB08811,Rilpivirine,DB08864
The risk or severity of adverse effects can be increased when Nadroparin is combined with Azficel-T.,DB08813,Azficel-T,DB11051
Vitamin E may increase the antiplatelet activities of Triflusal.,DB08814,Vitamin E,DB00163
The serum concentration of Lurasidone can be increased when it is combined with Dasatinib.,DB08815,Dasatinib,DB01254
The serum concentration of Ticagrelor can be increased when it is combined with Dasatinib.,DB04902,Dasatinib,DB01254
The therapeutic efficacy of Tafluprost can be decreased when used in combination with Palmidrol.,DB08819,Palmidrol,DB14043
The excretion of Vincristine can be decreased when combined with Ivacaftor.,DB05989,Vincristine,DB00541
Trimethoprim may increase the hyperkalemic activities of Azilsartan medoxomil.,DB05358,Trimethoprim,DB00440
Dexmethylphenidate may decrease effectiveness of Ioflupane I-123 as a diagnostic agent.,DB09548,Dexmethylphenidate,DB06701
The serum concentration of Deferiprone can be increased when it is combined with Troglitazone.,DB08826,Troglitazone,DB00197
The serum concentration of Lomitapide can be increased when it is combined with Dasatinib.,DB08827,Dasatinib,DB01254
The serum concentration of Vismodegib can be increased when it is combined with Dasatinib.,DB08828,Dasatinib,DB01254
2-deoxyglucose may increase the myelosuppressive activities of Lipegfilgrastim.,DB08831,Lipegfilgrastim,DB13200
Trimethoprim may increase the hyperkalemic activities of Temocapril.,DB08836,Trimethoprim,DB00440
The risk or severity of adverse effects can be increased when Agmatine is combined with Memantine.,DB08838,Memantine,DB01043
Nabilone may increase the tachycardic activities of Tyramine.,DB08841,Nabilone,DB00486
The therapeutic efficacy of Sipuleucel-T can be decreased when used in combination with GS 0573.,DB08843,Sipuleucel-T,DB06688
The serum concentration of Pitavastatin can be decreased when it is combined with Efavirenz.,DB06514,Efavirenz,DB00625
DPDPE may increase the constipating activities of Ramosetron.,DB08861,Ramosetron,DB09290
The serum concentration of Rilpivirine can be increased when it is combined with Dasatinib.,DB05083,Dasatinib,DB01254
The serum concentration of Bupropion can be increased when it is combined with Crizotinib.,DB08700,Bupropion,DB01156
The serum concentration of Ulipristal can be increased when it is combined with Dasatinib.,DB05366,Dasatinib,DB01254
The serum concentration of Fingolimod can be increased when it is combined with Aprepitant.,DB08868,Aprepitant,DB00673
The serum concentration of the active metabolites of Cortisone acetate can be reduced when Cortisone acetate is used in combination with Tesamorelin resulting in a loss in efficacy.,DB08869,Cortisone acetate,DB01380
The serum concentration of Brentuximab vedotin can be increased when it is combined with Testosterone undecanoate.,DB08870,Testosterone undecanoate,DB13946
Eribulin may increase the QTc-prolonging activities of Lenvatinib.,DB04940,Lenvatinib,DB09078
Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Gabapentin Enacarbil.,DB04922,Doxylamine,DB00366
Boceprevir may increase the QTc-prolonging activities of Delamanid.,DB05665,Delamanid,DB11637
The serum concentration of Fidaxomicin can be decreased when it is combined with Apalutamide.,DB08874,Apalutamide,DB11901
The serum concentration of Cabozantinib can be increased when it is combined with Dasatinib.,DB05153,Dasatinib,DB01254
The serum concentration of Ruxolitinib can be increased when it is combined with Dasatinib.,DB08877,Dasatinib,DB01254
The therapeutic efficacy of Sipuleucel-T can be decreased when used in combination with Belimumab.,DB08879,Sipuleucel-T,DB06688
The risk or severity of adverse effects can be increased when Teriflunomide is combined with Pitolisant.,DB03805,Pitolisant,DB11642
The serum concentration of Vemurafenib can be increased when it is combined with Teriflunomide.,DB05238,Teriflunomide,DB08880
The serum concentration of Zidovudine can be decreased when it is combined with Linagliptin.,DB08882,Zidovudine,DB00495
The serum concentration of Perampanel can be increased when it is combined with Dasatinib.,DB08883,Dasatinib,DB01254
The serum concentration of Gadoxetic acid can be decreased when it is combined with Apalutamide.,DB08884,Apalutamide,DB11901
Cyclophosphamide may increase the cardiotoxic activities of Aflibercept.,DB08885,Cyclophosphamide,DB00531
Cyclophosphamide may increase the cardiotoxic activities of Asparaginase Erwinia chrysanthemi.,DB08886,Cyclophosphamide,DB00531
Icosapent ethyl may increase the antiplatelet activities of Relcovaptan.,DB06291,Relcovaptan,DB13929
The serum concentration of Carfilzomib can be decreased when it is combined with Apalutamide.,DB08889,Apalutamide,DB11901
The serum concentration of Mirabegron can be increased when it is combined with Dasatinib.,DB05702,Dasatinib,DB01254
The serum concentration of Tofacitinib can be increased when it is combined with Aprepitant.,DB08183,Aprepitant,DB00673
The serum concentration of Regorafenib can be increased when it is combined with Dasatinib.,DB08896,Dasatinib,DB01254
