coder,drugbank-id,language,synonym
,DB13918,,Methyldiclofop
,DB13919,,2-ethoxy-1-(p-(o-1H-tetrazol-5-ylphenyl)benzyl)-7-benzimidazolecarboxylic acid
,DB13920,,2'-C-methylcytidine 3'-O-L-valinyl ester
,DB13921,,2'C-Me-C
,DB13923,,emicizumab-kxwh
,DB13924,,Recombinant Varicella zoster virus (VZV) glycoprotein E
,DB13925,,Gatate
,DB13926,,rhNGF
,DB13931,,"(4-((1S)-1-(Aminomethyl)-2-(isoquinolin-6-ylamino)-2-oxoethyl)phenyl)methyl 2,4- dimethylbenzoate"
,DB13932,,Voretigene Neparvovec-rzyl
,DB13933,,"Coagulation Factor IX (Recombinant), GlycoPEGylated"
,DB13937,,"9-Chloro-2-ethyl-1-methyl-3-(2,2,2-trifluoroethyl)-3H-pyrrolo(3,2-F)quinolin-7(6H)-one"
,DB13938,,"2-(4-(Dimethylamino)-6-nitro-1,2,3,4-tetrahydroquinolin-2-yl)-2-methylpropan-1-ol"
,DB13939,,"2-Chloro-4-(((1R,2S)-1-(5-(4-cyanophenyl)-1,3,4-oxadiazol-2-yl)-2-hydroxypropyl)amino)-3-methylbenzonitrile"
,DB13940,,ALEPH-2
,DB13941,,"1,3-bis[4-(7-chloroquinolin-4-yl)piperazin-1-yl]propane"
,DBSALT001298,,Testosterone cyclopentylpropionate
,DB13945,,Testosterone heptanoate
,DBSALT001033,,Testosterone undecylate
,DBSALT002571,,Testosterone enanthate benzilic acid hydrazone
,DB13948,,NBOH-2C-CN
,DB13949,,iron(3+)
,DB13950,,"(2,3-Dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl)methanone monomethanesulfonate"
,DBSALT002357,,Dihydrotestosterone acetate
,DBSALT000065,,ESTRADIOL-3-ACETATE
,DBSALT002570,,Estradiol dienantate
,DB13957,,"N-(2,4-Dimethylphenyl)-2,2,2-trifluoro-N'-[(E)-(3-methoxyphenyl)methylene]acetohydrazide"
,DB13958,,Orgasteron acetate
,DB13959,,"Triglycerides, medium-chain"
,DB13960,,Bronopolum
,DB13961,,Omega-3 fish oil
,DB13962,,Saccharated lime
,DB13963,,orthodichlorobenzol
,DB13964,,"Oils, peanut"
,DB13965,,Sidesaddle-flower whole
,DB13966,,Isopropyl tetradecanoate
,DB13968,,"Plasma protein fraction,human"
,DB13969,,Octyl decyl dimethyl ammonium chloride
,DB13970,,Dioctyldimonium ion
,DB13971,,"Vanadium, elemental"
,DB13972,,DL-Methioninum
,DB13973,,Adult human mesenchymal stem cells
,DB13974,,True passionflower
,DB13975,,Rattleroot
,DB13976,,"Immunoglobulin G1 (mouse monoclonal IMMU-MN3 Fab' fragment gamma-chain anti-human NCA-90 granulocyte cell antigen), disulfide with mouse monoclonal IMMU-MN3 light chain"
,DB13977,,"Potassium carbonate, anhydrous"
,DB13978,,"rac-6-Chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide"
,DB13980,,"Copper, Cu-64"
,DB13981,,"17-alpha-Hydroxy-6-methyl-19-norpregna-4,6-diene-3,20-dione acetate"
,DB13982,,Lutetium-177
,DB13983,,"5,7-Dihydroxy-2-(2-hydroxyphenyl)-6,8-dimethoxy-4H-1-benzopyran-4-one"
,DB13984,,Zyklopropan
,DB13985,,Lutetium oxodotreotide Lu-177
,DB13987,,strontium dichloride
,DB13989,,Eptizida
,DB13990,,Deprocin
,DB13991,,Pipequalinum
,DB13992,,Oragallin
,DBSALT001314,,Triferic
,DBSALT001426,,Mg(II) acetate
,DBSALT002412,,"Human factor VIII, recombinant B-domain deleted"
,DB14000,,tetraethylene glycol dimethyl ether
,DBSALT001494,,Vitamin E succinate
,DBSALT001457,,"Vitamin E acetate, D-"
,DB14003,,"Vitamin E acetate, unspecified form"
,DB14004,,tildrakizumab-asmn
,DB14007,,pentacarboxymethyldiethylenetriamine
,DB14008,,Scutellarein 6-methyl ether
,DB14009,,Marijuana top
,DB14010,,O-methylbufotenine
,DB14012,,burosumab-twza
,DB14013,,"1-Pyrrolidinecarboxylic acid, 3-((((4-chlorophenyl)methyl)((5-nitro-2-thienyl)methyl)amino)methyl)-, ethyl ester"
,DB14014,,"1-Pyrrolidinecarboxamide, 3-((((4-chlorophenyl)methyl)((5-nitro-2-thienyl)methyl)amino)methyl)-n-pentyl-"
,DB14015,,sodium hydrogensulfite
,DB14016,,Sodium choleate
,DB14018,,8-Bromotheophylline
,DB14020,,α-hydroxy-α-phenylacetophenone
,DB14026,,Thiosalicylate
,DB14027,,Taspoglutidum
,DB14028,,Nordiazepam
,DB14029,,Furafyllinum
,DB14031,,Trisaziridinyltriazine
,DBSALT000856,,Sulfisoxazole acetyl
,DB14037,,Brahmic acid
,DB14038,,β-Sitosterin
,DB14043,,PEA
,DB14044,,Pantocalcin
,DBSALT002201,,Cholesterol chloride
,DB14046,,Dichlorobenzenes
,DB14048,,Sodium zirconium silicate
,DB14050,,CBDV
,DB14054,,Dammarolic acid
,DB14055,,S-Warfarin
,DB14058,,Aureobasidin A
,DB14060,,N-(2-Cyclohexyloxy-4-nitrophenyl)methanesulfonamide
,DB14061,,Lucanthone metabolite
,DB14062,,Concanamycin A
,DB14063,,Dexverapamilum
,DB14064,,Emopamilum
,DB14065,,Lomerazine
,DB14066,,Sinomenine A
,DB14068,,(R)-niguldipine
,DB14071,,Norsertraline
,DB14073,,Eicosenoic acid
,DB14074,,Propidine
,DB14075,,Imidazolidinyl urea
,DB14077,,"Stearic acid, magnesium salt"
,DB14078,,Methylenediphosphonic acid
,DB14079,,Dyskinebyl
,DB14080,,Magnesium acetylcysteine
,DB14081,,Asiaticosid
,DB14083,,Diglycidyl bisphenol A ether
,DB14084,,Butyl parahydroxybenzoate
,DB14085,,Kadmium
,DB14086,,D-Catechol
,DB14087,,Morrhuate
,DB14088,,Docosapentaenoic acid (22n-6)
,DB14089,,"2,3-Dimercaptosuccinic acid"
,DB14090,,Sulfonylbismethane
,DB14091,,Carbopol 980 polymer
,DB14092,,Cyano-8-epicobalamin
,DB14093,,"Testosterone, 1,2,6,7-H-3"
,DB14094,,Vitamin E quinone
,DB14099,,Distearoyl-DL-phosphatidylcholine
,DB14100,,"Collagen, Porcine"
,DB14101,,Soybean isoflavoues
,DB14103,,"L-Methionine-S,R-sulfoximine"
,DB14104,,Linolic acid
,DB14105,,R-DPPG-Na
,DB14106,,Cardio-spect
,DB14107,,7β-aminodeacetoxycephalosporanic acid
,DB14108,,"DL-Hexane-1,2-diol"
,DB14109,,α-Arbutin
,DB14110,,Methyltrimethylene glycol
,DB14111,,N-oloeoyl-4-hydroxysphinganine
,DB14112,,VIG
,DB14113,,Southern black widow spider antivenin
,DB14114,,Polyvalent crotalidae antivenin (equine)
,DB14115,,Human-derived botulism antitoxin antibodies
,DB14116,,Simaldrate
,DB14117,,"Silica, hydrophobic colloidal"
,DB14119,,DS-phytosphingosine
,DB14120,,(+/-)-Phenylethyl resorcinol
,DB14121,,Sorbic oil
,DB14122,,Cardamonin
,DB14123,,Racementol
,DB14124,,Polydimethylcyclosiloxane
,DB14125,,Benazeprilatum
,DB14126,,Tenofovir anhydrous
,DB14128,,"Pyridine, nucleotide diphosphate"
,DB14129,,Austrobailignan 6
,DB14130,,"Salicylic acid, methyl ester, 2-ethylbutyrate"
,DB14131,,"Recombinant human basic fibroblast growth factor, KCB-1"
,DB14132,,Chlortheophylline
,DB14134,,Octyl dodecanol
,DB14135,,Hypochlorige Säure
,DB14136,,"Fema no. 3806, 1-propylene glycol carbonate"
,DB14137,,Palmitoyl-GQPR
,DB14138,,Silicon dioxide hydrate
,DB14139,,Hydroxyethylcellulose ethylether
,DB14140,,Oxybispropanol
,DB14141,,pPDA
,DB14142,,Methoxy PEG-12 all-trans-retinamide
,DB14143,,Distearyldimethylammonium
,DB14144,,p-hydroxyaniline
,DB14145,,Urogastrone
,DB14148,,Protein-type A microspheres
,DB14149,,Self-emulsifying glyceryl monostearate
,DB14150,,Chlorsäure
,DB14151,,"Phosphorus, elemental"
,DB14152,,Neutral saponins of panax ginseng root
,DB14153,,Polysorbata 60
,DB14154,,"Gold, elemental"
,DB14155,,Poliglusam low molecular weight (20-200 mpa.s)
,DB14156,,Gum camphor
,DB14157,,"Soya lecithins, hydrogenated"
,DB14158,,Rayon
,DB14159,,Oxidronate
,DB14160,,Titanium metallicum
,DB14161,,Soybean phospholipids
,DB14162,,Tuna (thunnus thynnus)
,DB14163,,Xanthonanthos odoratus whole
,DB14165,,Northern house mosquito whole
,DB14166,,Sheep sorrel whole
,DB14167,,Yellow dock
,DB14168,,Sarocladium strictum
,DB14169,,Salix purshiana bark
,DB14170,,Nagadamani root
,DB14171,,Penicillium glaucum whole
,DB14172,,Physcia prunastri
,DB14173,,"N,N'-Bis(hydroxymethyl) urea"
,DB14174,,Bis(piperidinothiocarbonyl)disulfide
,DB14175,,Jasmine aldehyde
,DB14176,,Phenylmethyl 4-hydroxybenzoate
,DB14177,,Propyl parahydroxybenzoate
,DB14178,,TMTMS
,DB14179,,Timothy top
,DB14180,,nickel(II) sulfate
,DB14181,,Wool wax alcohol
,DB14182,,dichromate(2−)
,DB14183,,t-geraniol
,DB14184,,Zimtaldehyde
,DB14186,,Styrylcarbinol
,DB14187,,Phixia
,DB14188,,Propenylguaiacol
,DB14189,,Ethylene-diamine
,DB14191,,Vulkazit
,DB14193,,"Zinc, bis(diethylcarbamodithioato-S,S')-"
