class,description,direct-parent,drugbank-id,kingdom,subclass,superclass
Quinolines and derivatives,"This compound belongs to the class of organic compounds known as acridines. These are organic compounds containing the acridine moiety, a linear tricyclic heterocycle which consists of two benzene rings joined by a pyridine ring.",Acridines,EXPT00297,Organic compounds,Benzoquinolines,Organoheterocyclic compounds
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as l-alpha-amino acids. These are alpha amino acids which have the L-configuration of the alpha-carbon atom.,L-alpha-amino acids,EXPT03063,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Fatty Acyls,This compound belongs to the class of organic compounds known as hydroxy fatty acids. These are fatty acids in which the chain bears a hydroxyl group.,Hydroxy fatty acids,EXPT01232,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
,,,EXPT00825,,,
Organic carbonic acids and derivatives,This compound belongs to the class of organic compounds known as ureas. These are compounds containing two amine groups joined by a carbonyl (C=O) functional group.,Ureas,EXPT00878,Organic compounds,Ureas,Organic acids and derivatives
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as diphenylmethanes. These are compounds containing a diphenylmethane moiety, which consists of a methane wherein two hydrogen atoms are replaced by two phenyl groups.",Diphenylmethanes,EXPT03193,Organic compounds,Diphenylmethanes,Benzenoids
Indoles and derivatives,This compound belongs to the class of organic compounds known as indolyl carboxylic acids and derivatives. These are compounds containing a carboxylic acid chain (of at least 2 carbon atoms) linked to an indole ring.,Indolyl carboxylic acids and derivatives,EXPT03112,Organic compounds,Indolyl carboxylic acids and derivatives,Organoheterocyclic compounds
Organooxygen compounds,This compound belongs to the class of organic compounds known as sugar acids and derivatives. These are compounds containing a saccharide unit which bears a carboxylic acid group.,Sugar acids and derivatives,EXPT03129,Organic compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds
Benzofurans,"This compound belongs to the class of organic compounds known as dibenzofurans. These are compounds containing a dibenzofuran moiety, which consists of two benzene rings fused to a central furan ring.",Dibenzofurans,EXPT01120,Organic compounds,Dibenzofurans,Organoheterocyclic compounds
Fatty Acyls,"This compound belongs to the class of organic compounds known as methyl-branched fatty acids. These are fatty acids with an acyl chain that has a methyl branch. Usually, they are saturated and contain only one or more methyl group. However, branches other than methyl may be present.",Methyl-branched fatty acids,EXPT02969,Organic compounds,Fatty acids and conjugates,Lipids and lipid-like molecules
Pyrimidine nucleotides,This compound belongs to the class of organic compounds known as pyrimidine ribonucleoside monophosphates. These are pyrimidine ribobucleotides with monophosphate group  linked to the ribose moiety.,Pyrimidine ribonucleoside monophosphates,EXPT03155,Organic compounds,Pyrimidine ribonucleotides,"Nucleosides, nucleotides, and analogues"
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds.,Oligopeptides,EXPT01653,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Pyrimidine nucleotides,This compound belongs to the class of organic compounds known as pyrimidine ribonucleoside diphosphates. These are pyrimidine ribonucleotides with diphosphate group  linked to the ribose moiety.,Pyrimidine ribonucleoside diphosphates,EXPT00873,Organic compounds,Pyrimidine ribonucleotides,"Nucleosides, nucleotides, and analogues"
Hydroxy acids and derivatives,This compound belongs to the class of organic compounds known as beta hydroxy acids and derivatives. These are compounds containing a carboxylic acid substituted with a hydroxyl group on the C3 carbon atom.,Beta hydroxy acids and derivatives,EXPT00183,Organic compounds,Beta hydroxy acids and derivatives,Organic acids and derivatives
Glycerophospholipids,This compound belongs to the class of organic compounds known as phosphatidylcholines. These are glycerophosphocholines in which the two free -OH are attached to one fatty acid each through an ester linkage.,Phosphatidylcholines,EXPT02526,Organic compounds,Glycerophosphocholines,Lipids and lipid-like molecules
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as n-acyl-alpha amino acids and derivatives. These are compounds containing an alpha amino acid (or a derivative thereof) which bears an acyl group at its terminal nitrogen atom.,N-acyl-alpha amino acids and derivatives,EXPT02790,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as l-alpha-amino acids. These are alpha amino acids which have the L-configuration of the alpha-carbon atom.,L-alpha-amino acids,EXPT02830,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Isoquinolines and derivatives,"This compound belongs to the class of organic compounds known as isoquinolines and derivatives. These are aromatic polycyclic compounds containing an isoquinoline moiety, which consists of a benzene ring fused to a pyridine ring and forming benzo[c]pyridine.",Isoquinolines and derivatives,EXPT00931,Organic compounds,,Organoheterocyclic compounds
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as n-phenylthioureas. These are compounds containing a N-phenylthiourea moiety, which is structurally characterized by a phenyl group linked to one nitrogen atom of a thiourea group.",N-phenylthioureas,EXPT03208,Organic compounds,N-phenylthioureas,Benzenoids
Pyridopyrimidines,"This compound belongs to the class of organic compounds known as pyrido[2,3-d]pyrimidines. These are compounds containing the pyrido[2,3-d]pyrimidine ring system, which is a pyridopyrimidine isomer with three ring nitrogen atoms at the 1-, 3-, and 8- position.","Pyrido[2,3-d]pyrimidines",DB12918,Organic compounds,"Pyrido[2,3-d]pyrimidines",Organoheterocyclic compounds
Prenol lipids,This compound belongs to the class of organic compounds known as triterpenoids. These are terpene molecules containing six isoprene units.,Triterpenoids,EXPT02002,Organic compounds,Triterpenoids,Lipids and lipid-like molecules
Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring.,Benzenesulfonamides,EXPT02838,Organic compounds,Benzenesulfonamides,Benzenoids
Purine nucleotides,This compound belongs to the class of organic compounds known as purine ribonucleoside diphosphates. These are purine ribobucleotides with diphosphate group linked to the ribose moiety.,Purine ribonucleoside diphosphates,EXPT02142,Organic compounds,Purine ribonucleotides,"Nucleosides, nucleotides, and analogues"
Fatty Acyls,This compound belongs to the class of organic compounds known as acyl coas. These are organic compounds containing a coenzyme A substructure linked to an acyl chain.,Acyl CoAs,EXPT02863,Organic compounds,Fatty acyl thioesters,Lipids and lipid-like molecules
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as d-alpha-amino acids. These are alpha amino acids which have the D-configuration of the alpha-carbon atom.,D-alpha-amino acids,EXPT01284,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Benzene and substituted derivatives,"This compound belongs to the class of organic compounds known as diphenylmethanes. These are compounds containing a diphenylmethane moiety, which consists of a methane wherein two hydrogen atoms are replaced by two phenyl groups.",Diphenylmethanes,EXPT03312,Organic compounds,Diphenylmethanes,Benzenoids
Carboxylic acids and derivatives,This compound belongs to the class of organic compounds known as dipeptides. These are organic compounds containing a sequence of exactly two alpha-amino acids joined by a peptide bond.,Dipeptides,EXPT01482,Organic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives
Organooxygen compounds,This compound belongs to the class of organic compounds known as cyclohexanols. These are compounds containing an alcohol group attached to a cyclohexane ring.,Cyclohexanols,EXPT01066,Organic compounds,Alcohols and polyols,Organic oxygen compounds
Hydroxy acids and derivatives,This compound belongs to the class of organic compounds known as medium-chain hydroxy acids and derivatives. These are hydroxy acids with a 6 to 12 carbon atoms long side chain.,Medium-chain hydroxy acids and derivatives,EXPT00021,Organic compounds,Medium-chain hydroxy acids and derivatives,Organic acids and derivatives
"Allyl-type 1,3-dipolar organic compounds",This compound belongs to the class of organic compounds known as nitroaromatic compounds. These are c-nitro compounds where the nitro group is C-substituted with an aromatic group.,Nitroaromatic compounds,EXPT00278,Organic compounds,Organic nitro compounds,"Organic 1,3-dipolar compounds"
