atc-code,atc-level,description
L01BB07,L01B,ANTIMETABOLITES
L01BB07,L01,ANTINEOPLASTIC AGENTS
L01BB07,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04AA24,L04AA,Selective immunosuppressants
L04AA24,L04A,IMMUNOSUPPRESSANTS
L04AA24,L04,IMMUNOSUPPRESSANTS
L04AA24,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
H01BB03,H01BB,Oxytocin and analogues
H01BB03,H01B,POSTERIOR PITUITARY LOBE HORMONES
H01BB03,H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
H01BB03,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
M01AH06,M01AH,Coxibs
M01AH06,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
M01AH06,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01AH06,M,MUSCULO-SKELETAL SYSTEM
H01AA02,H01AA,ACTH
H01AA02,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES
H01AA02,H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
H01AA02,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
H01AA01,H01AA,ACTH
H01AA01,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES
H01AA01,H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
H01AA01,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
G02CA03,R03AL,Adrenergics in combination with anticholinergics
G02CA03,R03A,"ADRENERGICS, INHALANTS"
G02CA03,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
G02CA03,R,RESPIRATORY SYSTEM
G02CA03,R03AC,Selective beta-2-adrenoreceptor agonists
G02CA03,R03A,"ADRENERGICS, INHALANTS"
G02CA03,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
G02CA03,R,RESPIRATORY SYSTEM
G02CA03,R03CC,Selective beta-2-adrenoreceptor agonists
G02CA03,R03C,ADRENERGICS FOR SYSTEMIC USE
G02CA03,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
G02CA03,R,RESPIRATORY SYSTEM
G02CA03,G02CA,"Sympathomimetics, labour repressants"
G02CA03,G02C,OTHER GYNECOLOGICALS
G02CA03,G02,OTHER GYNECOLOGICALS
G02CA03,G,GENITO URINARY SYSTEM AND SEX HORMONES
A10BB11,A10BB,Sulfonylureas
A10BB11,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS"
A10BB11,A10,DRUGS USED IN DIABETES
A10BB11,A,ALIMENTARY TRACT AND METABOLISM
R03AC08,R03CC,Selective beta-2-adrenoreceptor agonists
R03AC08,R03C,ADRENERGICS FOR SYSTEMIC USE
R03AC08,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03AC08,R,RESPIRATORY SYSTEM
R03AC08,R03AC,Selective beta-2-adrenoreceptor agonists
R03AC08,R03A,"ADRENERGICS, INHALANTS"
R03AC08,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03AC08,R,RESPIRATORY SYSTEM
C07BB06,C07AB,"Beta blocking agents, selective"
C07BB06,C07A,BETA BLOCKING AGENTS
C07BB06,C07,BETA BLOCKING AGENTS
C07BB06,C,CARDIOVASCULAR SYSTEM
C07BB06,C07BB,"Beta blocking agents, selective, and thiazides"
C07BB06,C07B,BETA BLOCKING AGENTS AND THIAZIDES
C07BB06,C07,BETA BLOCKING AGENTS
C07BB06,C,CARDIOVASCULAR SYSTEM
M01AX05,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids"
M01AX05,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
M01AX05,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01AX05,M,MUSCULO-SKELETAL SYSTEM
C07AB01,C07AB,"Beta blocking agents, selective"
C07AB01,C07A,BETA BLOCKING AGENTS
C07AB01,C07,BETA BLOCKING AGENTS
C07AB01,C,CARDIOVASCULAR SYSTEM
G01AE10,G01AE,Sulfonamides
G01AE10,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS"
G01AE10,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01AE10,G,GENITO URINARY SYSTEM AND SEX HORMONES
G01AE10,G01AE,Sulfonamides
G01AE10,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS"
G01AE10,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01AE10,G,GENITO URINARY SYSTEM AND SEX HORMONES
J01AA09,J01AA,Tetracyclines
J01AA09,J01A,TETRACYCLINES
J01AA09,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01AA09,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01AA09,J01AA,Tetracyclines
J01AA09,J01A,TETRACYCLINES
J01AA09,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01AA09,J,ANTIINFECTIVES FOR SYSTEMIC USE
R03DA02,R03DB,Xanthines and adrenergics
R03DA02,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03DA02,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03DA02,R,RESPIRATORY SYSTEM
R03DA02,R03DA,Xanthines
R03DA02,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03DA02,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03DA02,R,RESPIRATORY SYSTEM
R03DA02,R03DA,Xanthines
R03DA02,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03DA02,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03DA02,R,RESPIRATORY SYSTEM
A10AD05,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
A10AD05,A10A,INSULINS AND ANALOGUES
A10AD05,A10,DRUGS USED IN DIABETES
A10AD05,A,ALIMENTARY TRACT AND METABOLISM
A10AD05,A10AB,"Insulins and analogues for injection, fast-acting"
A10AD05,A10A,INSULINS AND ANALOGUES
A10AD05,A10,DRUGS USED IN DIABETES
A10AD05,A,ALIMENTARY TRACT AND METABOLISM
A10AD05,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
A10AD05,A10A,INSULINS AND ANALOGUES
A10AD05,A10,DRUGS USED IN DIABETES
A10AD05,A,ALIMENTARY TRACT AND METABOLISM
A10AE05,A10AE,"Insulins and analogues for injection, long-acting"
A10AE05,A10A,INSULINS AND ANALOGUES
A10AE05,A10,DRUGS USED IN DIABETES
A10AE05,A,ALIMENTARY TRACT AND METABOLISM
A10AB06,A10AB,"Insulins and analogues for injection, fast-acting"
A10AB06,A10A,INSULINS AND ANALOGUES
A10AB06,A10,DRUGS USED IN DIABETES
A10AB06,A,ALIMENTARY TRACT AND METABOLISM
J05AE07,J05AE,Protease inhibitors
J05AE07,J05A,DIRECT ACTING ANTIVIRALS
J05AE07,J05,ANTIVIRALS FOR SYSTEMIC USE
J05AE07,J,ANTIINFECTIVES FOR SYSTEMIC USE
N03AB05,N03AB,Hydantoin derivatives
N03AB05,N03A,ANTIEPILEPTICS
N03AB05,N03,ANTIEPILEPTICS
N03AB05,N,NERVOUS SYSTEM
J01FA07,J01FA,Macrolides
J01FA07,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS"
J01FA07,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01FA07,J,ANTIINFECTIVES FOR SYSTEMIC USE
N06AX25,N06AX,Other antidepressants
N06AX25,N06A,ANTIDEPRESSANTS
N06AX25,N06,PSYCHOANALEPTICS
N06AX25,N,NERVOUS SYSTEM
G01AE10,C03AA,"Thiazides, plain"
G01AE10,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
G01AE10,C03,DIURETICS
G01AE10,C,CARDIOVASCULAR SYSTEM
G01AE10,C03AB,Thiazides and potassium in combination
G01AE10,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
G01AE10,C03,DIURETICS
G01AE10,C,CARDIOVASCULAR SYSTEM
G01AE10,G01AE,Sulfonamides
G01AE10,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS"
G01AE10,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01AE10,G,GENITO URINARY SYSTEM AND SEX HORMONES
C03BB02,C03BA,"Sulfonamides, plain"
C03BB02,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES"
C03BB02,C03,DIURETICS
C03BB02,C,CARDIOVASCULAR SYSTEM
C03BB02,C03BB,Sulfonamides and potassium in combination
C03BB02,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES"
C03BB02,C03,DIURETICS
C03BB02,C,CARDIOVASCULAR SYSTEM
J01DC03,J01DC,Second-generation cephalosporins
J01DC03,J01D,OTHER BETA-LACTAM ANTIBACTERIALS
J01DC03,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01DC03,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01DB04,J01DB,First-generation cephalosporins
J01DB04,J01D,OTHER BETA-LACTAM ANTIBACTERIALS
J01DB04,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01DB04,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01DC06,J01DC,Second-generation cephalosporins
J01DC06,J01D,OTHER BETA-LACTAM ANTIBACTERIALS
J01DC06,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01DC06,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD62,J01DD,Third-generation cephalosporins
J01DD62,J01D,OTHER BETA-LACTAM ANTIBACTERIALS
J01DD62,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01DD62,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD62,J01DD,Third-generation cephalosporins
J01DD62,J01D,OTHER BETA-LACTAM ANTIBACTERIALS
J01DD62,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01DD62,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01DC05,J01DC,Second-generation cephalosporins
J01DC05,J01D,OTHER BETA-LACTAM ANTIBACTERIALS
J01DC05,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01DC05,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01DC01,J01DC,Second-generation cephalosporins
J01DC01,J01D,OTHER BETA-LACTAM ANTIBACTERIALS
J01DC01,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01DC01,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD07,J01DD,Third-generation cephalosporins
J01DD07,J01D,OTHER BETA-LACTAM ANTIBACTERIALS
J01DD07,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01DD07,J,ANTIINFECTIVES FOR SYSTEMIC USE
J01DB09,J01DB,First-generation cephalosporins
J01DB09,J01D,OTHER BETA-LACTAM ANTIBACTERIALS
J01DB09,J01,ANTIBACTERIALS FOR SYSTEMIC USE
J01DB09,J,ANTIINFECTIVES FOR SYSTEMIC USE
M03AC01,M03AC,Other quaternary ammonium compounds
M03AC01,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS"
M03AC01,M03,MUSCLE RELAXANTS
M03AC01,M,MUSCULO-SKELETAL SYSTEM
M03AC06,M03AC,Other quaternary ammonium compounds
M03AC06,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS"
M03AC06,M03,MUSCLE RELAXANTS
M03AC06,M,MUSCULO-SKELETAL SYSTEM
M03AC03,M03AC,Other quaternary ammonium compounds
M03AC03,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS"
M03AC03,M03,MUSCLE RELAXANTS
M03AC03,M,MUSCULO-SKELETAL SYSTEM
C09AA08,C09BA,ACE inhibitors and diuretics
C09AA08,C09B,"ACE INHIBITORS, COMBINATIONS"
C09AA08,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09AA08,C,CARDIOVASCULAR SYSTEM
C09AA08,C09AA,"ACE inhibitors, plain"
C09AA08,C09A,"ACE INHIBITORS, PLAIN"
C09AA08,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09AA08,C,CARDIOVASCULAR SYSTEM
V03AE01,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
V03AE01,V03A,ALL OTHER THERAPEUTIC PRODUCTS
V03AE01,V03,ALL OTHER THERAPEUTIC PRODUCTS
V03AE01,V,VARIOUS
C03AB09,C03AB,Thiazides and potassium in combination
C03AB09,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03BB,Sulfonamides and potassium in combination
C03AB09,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03AB,Thiazides and potassium in combination
C03AB09,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03CB,Sulfonamides and potassium in combination
C03AB09,C03C,HIGH-CEILING DIURETICS
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03AB,Thiazides and potassium in combination
C03AB09,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03AB,Thiazides and potassium in combination
C03AB09,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03AB,Thiazides and potassium in combination
C03AB09,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03CB,Sulfonamides and potassium in combination
C03AB09,C03C,HIGH-CEILING DIURETICS
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03BB,Sulfonamides and potassium in combination
C03AB09,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,B05XA,Electrolyte solutions
C03AB09,B05X,I.V. SOLUTION ADDITIVES
C03AB09,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
C03AB09,B,BLOOD AND BLOOD FORMING ORGANS
C03AB09,C03AB,Thiazides and potassium in combination
C03AB09,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03BB,Sulfonamides and potassium in combination
C03AB09,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03AB,Thiazides and potassium in combination
C03AB09,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03AB,Thiazides and potassium in combination
C03AB09,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03BB,Sulfonamides and potassium in combination
C03AB09,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03BB,Sulfonamides and potassium in combination
C03AB09,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C03AB09,C03AB,Thiazides and potassium in combination
C03AB09,C03A,"LOW-CEILING DIURETICS, THIAZIDES"
C03AB09,C03,DIURETICS
C03AB09,C,CARDIOVASCULAR SYSTEM
C09AA11,C09AA,"ACE inhibitors, plain"
C09AA11,C09A,"ACE INHIBITORS, PLAIN"
C09AA11,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09AA11,C,CARDIOVASCULAR SYSTEM
C09CA05,C09CA,"Angiotensin II antagonists, plain"
C09CA05,C09C,"ANGIOTENSIN II ANTAGONISTS, PLAIN"
C09CA05,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09CA05,C,CARDIOVASCULAR SYSTEM
N05CB01,N05CA,"Barbiturates, plain"
N05CB01,N05C,HYPNOTICS AND SEDATIVES
N05CB01,N05,PSYCHOLEPTICS
N05CB01,N,NERVOUS SYSTEM
N05CB01,N05CB,"Barbiturates, combinations"
N05CB01,N05C,HYPNOTICS AND SEDATIVES
N05CB01,N05,PSYCHOLEPTICS
N05CB01,N,NERVOUS SYSTEM
N05CA05,N05CA,"Barbiturates, plain"
N05CA05,N05C,HYPNOTICS AND SEDATIVES
N05CA05,N05,PSYCHOLEPTICS
N05CA05,N,NERVOUS SYSTEM
N05CA03,N05CA,"Barbiturates, plain"
N05CA03,N05C,HYPNOTICS AND SEDATIVES
N05CA03,N05,PSYCHOLEPTICS
N05CA03,N,NERVOUS SYSTEM
N05CA11,N05CA,"Barbiturates, plain"
N05CA11,N05C,HYPNOTICS AND SEDATIVES
N05CA11,N05,PSYCHOLEPTICS
N05CA11,N,NERVOUS SYSTEM
N05CB01,N01AF,"Barbiturates, plain"
N05CB01,N01A,"ANESTHETICS, GENERAL"
N05CB01,N01,ANESTHETICS
N05CB01,N,NERVOUS SYSTEM
N05CB01,N05CA,"Barbiturates, plain"
N05CB01,N05C,HYPNOTICS AND SEDATIVES
N05CB01,N05,PSYCHOLEPTICS
N05CB01,N,NERVOUS SYSTEM
N05CB01,N05CB,"Barbiturates, combinations"
N05CB01,N05C,HYPNOTICS AND SEDATIVES
N05CB01,N05,PSYCHOLEPTICS
N05CB01,N,NERVOUS SYSTEM
N05AN01,D11AX,Other dermatologicals
N05AN01,D11A,OTHER DERMATOLOGICAL PREPARATIONS
N05AN01,D11,OTHER DERMATOLOGICAL PREPARATIONS
N05AN01,D,DERMATOLOGICALS
N05AN01,N05AN,Lithium
N05AN01,N05A,ANTIPSYCHOTICS
N05AN01,N05,PSYCHOLEPTICS
N05AN01,N,NERVOUS SYSTEM
C07AA23,C07CA,"Beta blocking agents, non-selective, and other diuretics"
C07AA23,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS
C07AA23,C07,BETA BLOCKING AGENTS
C07AA23,C,CARDIOVASCULAR SYSTEM
C07AA23,C07AA,"Beta blocking agents, non-selective"
C07AA23,C07A,BETA BLOCKING AGENTS
C07AA23,C07,BETA BLOCKING AGENTS
C07AA23,C,CARDIOVASCULAR SYSTEM
V08AB02,V08AB,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
V08AB02,V08A,"X-RAY CONTRAST MEDIA, IODINATED"
V08AB02,V08,CONTRAST MEDIA
V08AB02,V,VARIOUS
A08AA56,R01AA,"Sympathomimetics, plain"
A08AA56,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
A08AA56,R01,NASAL PREPARATIONS
A08AA56,R,RESPIRATORY SYSTEM
A08AA56,C01CA,Adrenergic and dopaminergic agents
A08AA56,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES
A08AA56,C01,CARDIAC THERAPY
A08AA56,C,CARDIOVASCULAR SYSTEM
A08AA56,R03CA,Alpha- and beta-adrenoreceptor agonists
A08AA56,R03C,ADRENERGICS FOR SYSTEMIC USE
A08AA56,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
A08AA56,R,RESPIRATORY SYSTEM
A08AA56,R01AB,"Sympathomimetics, combinations excl. corticosteroids"
A08AA56,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
A08AA56,R01,NASAL PREPARATIONS
A08AA56,R,RESPIRATORY SYSTEM
A08AA56,S01FB,Sympathomimetics excl. antiglaucoma preparations
A08AA56,S01F,MYDRIATICS AND CYCLOPLEGICS
A08AA56,S01,OPHTHALMOLOGICALS
A08AA56,S,SENSORY ORGANS
A08AA56,A08AA,Centrally acting antiobesity products
A08AA56,A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS"
A08AA56,A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS"
A08AA56,A,ALIMENTARY TRACT AND METABOLISM
C01CA11,C01CA,Adrenergic and dopaminergic agents
C01CA11,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES
C01CA11,C01,CARDIAC THERAPY
C01CA11,C,CARDIOVASCULAR SYSTEM
R03CC08,R03AC,Selective beta-2-adrenoreceptor agonists
R03CC08,R03A,"ADRENERGICS, INHALANTS"
R03CC08,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03CC08,R,RESPIRATORY SYSTEM
R03CC08,R03CC,Selective beta-2-adrenoreceptor agonists
R03CC08,R03C,ADRENERGICS FOR SYSTEMIC USE
R03CC08,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03CC08,R,RESPIRATORY SYSTEM
N04BD02,N04BD,Monoamine oxidase B inhibitors
N04BD02,N04B,DOPAMINERGIC AGENTS
N04BD02,N04,ANTI-PARKINSON DRUGS
N04BD02,N,NERVOUS SYSTEM
A02AB03,A02AB,Aluminium compounds
A02AB03,A02A,ANTACIDS
A02AB03,A02,DRUGS FOR ACID RELATED DISORDERS
A02AB03,A,ALIMENTARY TRACT AND METABOLISM
A11AA02,M05BB,"Bisphosphonates, combinations"
A11AA02,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
A11AA02,M05,DRUGS FOR TREATMENT OF BONE DISEASES
A11AA02,M,MUSCULO-SKELETAL SYSTEM
A11AA02,M05BB,"Bisphosphonates, combinations"
A11AA02,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
A11AA02,M05,DRUGS FOR TREATMENT OF BONE DISEASES
A11AA02,M,MUSCULO-SKELETAL SYSTEM
A11AA02,A11GB,"Ascorbic acid (vitamin C), combinations"
A11AA02,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS"
A11AA02,A11,VITAMINS
A11AA02,A,ALIMENTARY TRACT AND METABOLISM
A11AA02,M05BB,"Bisphosphonates, combinations"
A11AA02,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
A11AA02,M05,DRUGS FOR TREATMENT OF BONE DISEASES
A11AA02,M,MUSCULO-SKELETAL SYSTEM
A11AA02,M05BB,"Bisphosphonates, combinations"
A11AA02,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
A11AA02,M05,DRUGS FOR TREATMENT OF BONE DISEASES
A11AA02,M,MUSCULO-SKELETAL SYSTEM
A11AA02,M05BB,"Bisphosphonates, combinations"
A11AA02,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
A11AA02,M05,DRUGS FOR TREATMENT OF BONE DISEASES
A11AA02,M,MUSCULO-SKELETAL SYSTEM
A11AA02,A11AA,Multivitamins with minerals
A11AA02,A11A,"MULTIVITAMINS, COMBINATIONS"
A11AA02,A11,VITAMINS
A11AA02,A,ALIMENTARY TRACT AND METABOLISM
A02AA02,A12CC,Magnesium
A02AA02,A12C,OTHER MINERAL SUPPLEMENTS
A02AA02,A12,MINERAL SUPPLEMENTS
A02AA02,A,ALIMENTARY TRACT AND METABOLISM
A02AA02,A06AD,Osmotically acting laxatives
A02AA02,A06A,DRUGS FOR CONSTIPATION
A02AA02,A06,DRUGS FOR CONSTIPATION
A02AA02,A,ALIMENTARY TRACT AND METABOLISM
A02AA02,A02AA,Magnesium compounds
A02AA02,A02A,ANTACIDS
A02AA02,A02,DRUGS FOR ACID RELATED DISORDERS
A02AA02,A,ALIMENTARY TRACT AND METABOLISM
A12CC06,A12CC,Magnesium
A12CC06,A12C,OTHER MINERAL SUPPLEMENTS
A12CC06,A12,MINERAL SUPPLEMENTS
A12CC06,A,ALIMENTARY TRACT AND METABOLISM
A12CC06,A12CC,Magnesium
A12CC06,A12C,OTHER MINERAL SUPPLEMENTS
A12CC06,A12,MINERAL SUPPLEMENTS
A12CC06,A,ALIMENTARY TRACT AND METABOLISM
S01BA03,H02AB,Glucocorticoids
S01BA03,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN"
S01BA03,H02,CORTICOSTEROIDS FOR SYSTEMIC USE
S01BA03,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
S01BA03,S01BA,"Corticosteroids, plain"
S01BA03,S01B,ANTIINFLAMMATORY AGENTS
S01BA03,S01,OPHTHALMOLOGICALS
S01BA03,S,SENSORY ORGANS
N06DX02,N06DA,Anticholinesterases
N06DX02,N06D,ANTI-DEMENTIA DRUGS
N06DX02,N06,PSYCHOANALEPTICS
N06DX02,N,NERVOUS SYSTEM
N06DX02,N06DX,Other anti-dementia drugs
N06DX02,N06D,ANTI-DEMENTIA DRUGS
N06DX02,N06,PSYCHOANALEPTICS
N06DX02,N,NERVOUS SYSTEM
A10BC01,A10BC,Sulfonamides (heterocyclic)
A10BC01,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS"
A10BC01,A10,DRUGS USED IN DIABETES
A10BC01,A,ALIMENTARY TRACT AND METABOLISM
H02AB05,H02AB,Glucocorticoids
H02AB05,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN"
H02AB05,H02,CORTICOSTEROIDS FOR SYSTEMIC USE
H02AB05,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
C08CX01,C08CX,Other selective calcium channel blockers with mainly vascular effects
C08CX01,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
C08CX01,C08,CALCIUM CHANNEL BLOCKERS
C08CX01,C,CARDIOVASCULAR SYSTEM
B05CB04,B05XA,Electrolyte solutions
B05CB04,B05X,I.V. SOLUTION ADDITIVES
B05CB04,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05CB04,B,BLOOD AND BLOOD FORMING ORGANS
B05CB04,B05CB,Salt solutions
B05CB04,B05C,IRRIGATING SOLUTIONS
B05CB04,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05CB04,B,BLOOD AND BLOOD FORMING ORGANS
G04BE04,G04BE,Drugs used in erectile dysfunction
G04BE04,G04B,UROLOGICALS
G04BE04,G04,UROLOGICALS
G04BE04,G,GENITO URINARY SYSTEM AND SEX HORMONES
C10AB02,C10AB,Fibrates
C10AB02,C10A,"LIPID MODIFYING AGENTS, PLAIN"
C10AB02,C10,LIPID MODIFYING AGENTS
C10AB02,C,CARDIOVASCULAR SYSTEM
M04AC01,M04AC,Preparations with no effect on uric acid metabolism
M04AC01,M04A,ANTIGOUT PREPARATIONS
M04AC01,M04,ANTIGOUT PREPARATIONS
M04AC01,M,MUSCULO-SKELETAL SYSTEM
G03AA12,G03FA,"Progestogens and estrogens, fixed combinations"
G03AA12,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03AA12,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
