category,drugbank-id,mesh-id
Non-Standardized Pollen Allergenic Extract,DB10485,
Non-Standardized Pollen Allergenic Extract,DB10486,
Non-Standardized Pollen Allergenic Extract,DB10487,
Non-Standardized Pollen Allergenic Extract,DB10488,
Non-Standardized Pollen Allergenic Extract,DB10489,
Non-Standardized Pollen Allergenic Extract,DB10490,
Non-Standardized Pollen Allergenic Extract,DB10491,
Non-Standardized Pollen Allergenic Extract,DB10493,
Non-Standardized Pollen Allergenic Extract,DB10494,
Non-Standardized Pollen Allergenic Extract,DB10495,
Non-Standardized Pollen Allergenic Extract,DB10496,
Non-Standardized Pollen Allergenic Extract,DB10498,
Standardized Animal Hair Allergenic Extract,DB05909,
Non-Standardized Food Allergenic Extract,DB10500,
Non-Standardized Food Allergenic Extract,DB10501,
Non-Standardized Food Allergenic Extract,DB10502,
Non-Standardized Food Allergenic Extract,DB10503,
Non-Standardized Food Allergenic Extract,DB10504,
Non-Standardized Food Allergenic Extract,DB10505,
Non-Standardized Food Allergenic Extract,DB10506,
Non-Standardized Food Allergenic Extract,DB10508,
Non-Standardized Food Allergenic Extract,DB10509,
Non-Standardized Food Allergenic Extract,DB10510,
Non-Standardized Food Allergenic Extract,DB10511,
Non-Standardized Food Allergenic Extract,DB10512,
Non-Standardized Food Allergenic Extract,DB10513,
Non-Standardized Food Allergenic Extract,DB10514,
Non-Standardized Food Allergenic Extract,DB10515,
Specialty Uses of Chemicals,DB10516,D020313
Non-Standardized Food Allergenic Extract,DB10517,
Non-Standardized Food Allergenic Extract,DB10518,
Non-Standardized Food Allergenic Extract,DB10519,
Non-Standardized Food Allergenic Extract,DB10520,
Non-Standardized Food Allergenic Extract,DB10523,
Non-Standardized Food Allergenic Extract,DB10525,
Non-Standardized Food Allergenic Extract,DB10526,
Non-Standardized Food Allergenic Extract,DB10527,
Non-Standardized Food Allergenic Extract,DB10528,
Non-Standardized Food Allergenic Extract,DB10529,
Non-Standardized Food Allergenic Extract,DB10530,
Non-Standardized Food Allergenic Extract,DB10531,
Non-Standardized Food Allergenic Extract,DB10532,
Non-Standardized Food Allergenic Extract,DB10533,
Non-Standardized Food Allergenic Extract,DB10534,
Tissue Adhesives,DB10535,D014014
Non-Standardized Food Allergenic Extract,DB10536,
Non-Standardized Food Allergenic Extract,DB10537,
Non-Standardized Food Allergenic Extract,DB10538,
Non-Standardized Food Allergenic Extract,DB10539,
Non-Standardized Food Allergenic Extract,DB10540,
Non-Standardized Food Allergenic Extract,DB11013,
Non-Standardized Food Allergenic Extract,DB10542,
Non-Standardized Food Allergenic Extract,DB10543,
Non-Standardized Food Allergenic Extract,DB10544,
Non-Standardized Plant Allergenic Extract,DB10545,
Non-Standardized Food Allergenic Extract,DB10546,
Non-Standardized Food Allergenic Extract,DB10547,
Non-Standardized Food Allergenic Extract,DB10548,
Non-Standardized Food Allergenic Extract,DB10549,
Non-Standardized Food Allergenic Extract,DB10550,
Non-Standardized Food Allergenic Extract,DB10551,
Non-Standardized Food Allergenic Extract,DB10552,
Non-Standardized Food Allergenic Extract,DB10553,
Non-Standardized Food Allergenic Extract,DB10554,
Non-Standardized Food Allergenic Extract,DB10555,
Non-Standardized Food Allergenic Extract,DB10556,
Non-Standardized Food Allergenic Extract,DB10557,
Non-Standardized Food Allergenic Extract,DB10558,
Non-Standardized Food Allergenic Extract,DB10559,
Non-Standardized Food Allergenic Extract,DB10560,
Non-Standardized Food Allergenic Extract,DB10561,
Non-Standardized Food Allergenic Extract,DB10562,
Non-Standardized Food Allergenic Extract,DB10563,
Non-Standardized Food Allergenic Extract,DB10564,
Non-Standardized Food Allergenic Extract,DB10566,
Non-Standardized Food Allergenic Extract,DB11015,
Non-Standardized Food Allergenic Extract,DB10568,
Non-Standardized Food Allergenic Extract,DB10569,
Non-Standardized Food Allergenic Extract,DB10570,
Non-Standardized Food Allergenic Extract,DB10571,
Non-Standardized Food Allergenic Extract,DB10572,
Non-Standardized Food Allergenic Extract,DB10573,
Non-Standardized Food Allergenic Extract,DB11016,
Non-Standardized Food Allergenic Extract,DB10575,
Non-Standardized Food Allergenic Extract,DB10576,
Non-Standardized Food Allergenic Extract,DB10577,
Non-Standardized Food Allergenic Extract,DB10578,
Non-Standardized Food Allergenic Extract,DB10579,
Non-Standardized Plant Allergenic Extract,DB10580,
Non-Standardized Fungal Allergenic Extract,DB10581,
Non-Standardized Pollen Allergenic Extract,DB10582,
Vaccines,DB10583,D014612
Non-Standardized Animal Skin Allergenic Extract,DB10603,
Non-Standardized Animal Skin Allergenic Extract,DB10604,
Non-Standardized Animal Skin Allergenic Extract,DB10605,
Non-Standardized Animal Skin Allergenic Extract,DB10606,
Non-Standardized Animal Skin Allergenic Extract,DB10607,
Non-Standardized Animal Skin Allergenic Extract,DB10608,
Non-Standardized Insect Allergenic Extract,DB10609,
Non-Standardized Food Allergenic Extract,DB10610,
Non-Standardized Food Allergenic Extract,DB10611,
Non-Standardized Food Allergenic Extract,DB10612,
Non-Standardized Food Allergenic Extract,DB10613,
Non-Standardized Food Allergenic Extract,DB10614,
Non-Standardized Food Allergenic Extract,DB10615,
Non-Standardized Food Allergenic Extract,DB10616,
Non-Standardized Food Allergenic Extract,DB10617,
Non-Standardized Food Allergenic Extract,DB10619,
Non-Standardized Food Allergenic Extract,DB10620,
Non-Standardized Food Allergenic Extract,DB10621,
Non-Standardized Food Allergenic Extract,DB10622,
Non-Standardized Food Allergenic Extract,DB10623,
Non-Standardized Food Allergenic Extract,DB10625,
Non-Standardized Food Allergenic Extract,DB10626,
Non-Standardized Food Allergenic Extract,DB10920,
Non-Standardized Plant Allergenic Extract,DB10630,
Non-Standardized Plant Allergenic Extract,DB10631,
Non-Standardized Plant Allergenic Extract,DB10632,
Non-Standardized Plant Allergenic Extract,DB10633,
Non-Standardized Plant Allergenic Extract,DB10634,
Non-Standardized Food Allergenic Extract,DB10635,
Non-Standardized Food Allergenic Extract,DB10636,
Non-Standardized Food Allergenic Extract,DB10637,
Non-Standardized Plant Allergenic Extract,DB10638,
Non-Standardized Plant Allergenic Extract,DB10639,
Non-Standardized Plant Allergenic Extract,DB10640,
Non-Standardized Plant Allergenic Extract,DB10642,
Non-Standardized Plant Allergenic Extract,DB10643,
Non-Standardized Plant Allergenic Extract,DB10644,
Non-Standardized Plant Allergenic Extract,DB10645,
Non-Standardized Plant Allergenic Extract,DB10646,
Non-Standardized Food Allergenic Extract,DB10647,
Non-Standardized Food Allergenic Extract,DB10648,
Non-Standardized Plant Allergenic Extract,DB10651,
Non-Standardized Plant Allergenic Extract,DB10652,
Non-Standardized Food Allergenic Extract,DB10653,
Non-Standardized Food Allergenic Extract,DB11012,
Non-Standardized Food Allergenic Extract,DB10657,
Non-Standardized Food Allergenic Extract,DB10658,
Non-Standardized Plant Allergenic Extract,DB10659,
Non-Standardized Plant Allergenic Extract,DB10660,
Non-Standardized Food Allergenic Extract,DB10661,
Non-Standardized Plant Allergenic Extract,DB10662,
Non-Standardized Food Allergenic Extract,DB10663,
Non-Standardized Plant Allergenic Extract,DB10664,
Non-Standardized Plant Allergenic Extract,DB10666,
Therapeutics,DB10667,D013812
Non-Standardized Plant Allergenic Extract,DB10669,
Non-Standardized Plant Allergenic Extract,DB10863,
Non-Standardized Plant Allergenic Extract,DB10672,
Non-Standardized Plant Allergenic Extract,DB10673,
Non-Standardized Plant Allergenic Extract,DB10674,
Non-Standardized Plant Allergenic Extract,DB10676,
Non-Standardized Food Allergenic Extract,DB10677,
Non-Standardized Food Allergenic Extract,DB10678,
Non-Standardized Plant Allergenic Extract,DB10681,
Non-Standardized Food Allergenic Extract,DB10683,
Non-Standardized Plant Allergenic Extract,DB10686,
Non-Standardized Plant Allergenic Extract,DB10687,
Non-Standardized Insect Allergenic Extract,DB10688,
Non-Standardized Insect Allergenic Extract,DB10690,
Non-Standardized Insect Allergenic Extract,DB10691,
Non-Standardized Insect Allergenic Extract,DB10693,
Non-Standardized Fungal Allergenic Extract,DB10694,
Non-Standardized Fungal Allergenic Extract,DB10695,
Non-Standardized Fungal Allergenic Extract,DB10696,
Non-Standardized Fungal Allergenic Extract,DB10697,
Non-Standardized Fungal Allergenic Extract,DB10698,
Non-Standardized Fungal Allergenic Extract,DB10699,
Non-Standardized Fungal Allergenic Extract,DB10701,
Non-Standardized Fungal Allergenic Extract,DB10702,
Non-Standardized Fungal Allergenic Extract,DB10703,
Non-Standardized Fungal Allergenic Extract,DB10704,
Non-Standardized Fungal Allergenic Extract,DB10706,
Non-Standardized Plant Fiber Allergenic Extract,DB10407,
Non-Standardized Plant Allergenic Extract,DB10708,
Non-Standardized Plant Allergenic Extract,DB10710,
Non-Standardized Plant Fiber Allergenic Extract,DB10711,
Non-Standardized Plant Fiber Allergenic Extract,DB10712,
Non-Standardized Pollen Allergenic Extract,DB10713,
Non-Standardized Pollen Allergenic Extract,DB10714,
Non-Standardized Pollen Allergenic Extract,DB10715,
Non-Standardized Pollen Allergenic Extract,DB10716,
Non-Standardized Pollen Allergenic Extract,DB10717,
Non-Standardized Pollen Allergenic Extract,DB10718,
Non-Standardized Pollen Allergenic Extract,DB10719,
Non-Standardized Pollen Allergenic Extract,DB10720,
Non-Standardized Pollen Allergenic Extract,DB10721,
Non-Standardized Pollen Allergenic Extract,DB10722,
Non-Standardized Pollen Allergenic Extract,DB10723,
Non-Standardized Pollen Allergenic Extract,DB10724,
Non-Standardized Pollen Allergenic Extract,DB10725,
Non-Standardized Pollen Allergenic Extract,DB10727,
Non-Standardized Pollen Allergenic Extract,DB10728,
Non-Standardized Pollen Allergenic Extract,DB10729,
Non-Standardized Pollen Allergenic Extract,DB10730,
Non-Standardized Pollen Allergenic Extract,DB10731,
Non-Standardized Pollen Allergenic Extract,DB10732,
Non-Standardized Pollen Allergenic Extract,DB10734,
Non-Standardized Pollen Allergenic Extract,DB10735,
Non-Standardized Pollen Allergenic Extract,DB10736,
Non-Standardized Pollen Allergenic Extract,DB10737,
Non-Standardized Pollen Allergenic Extract,DB10738,
Non-Standardized Pollen Allergenic Extract,DB10739,
Non-Standardized Pollen Allergenic Extract,DB10740,
Non-Standardized Pollen Allergenic Extract,DB10741,
Non-Standardized Pollen Allergenic Extract,DB10742,
Non-Standardized Pollen Allergenic Extract,DB10743,
Non-Standardized Pollen Allergenic Extract,DB10744,
Non-Standardized Pollen Allergenic Extract,DB10745,
Non-Standardized Pollen Allergenic Extract,DB10746,
Non-Standardized Pollen Allergenic Extract,DB10747,
Non-Standardized Pollen Allergenic Extract,DB10748,
Non-Standardized Pollen Allergenic Extract,DB10749,
Non-Standardized Pollen Allergenic Extract,DB10750,
Non-Standardized Pollen Allergenic Extract,DB10751,
Non-Standardized Pollen Allergenic Extract,DB10752,
Non-Standardized Pollen Allergenic Extract,DB10753,
Non-Standardized Pollen Allergenic Extract,DB10951,
Non-Standardized Pollen Allergenic Extract,DB10755,
Non-Standardized Pollen Allergenic Extract,DB10756,
Non-Standardized Pollen Allergenic Extract,DB10757,
Non-Standardized Pollen Allergenic Extract,DB10758,
Non-Standardized Pollen Allergenic Extract,DB10759,
Non-Standardized Pollen Allergenic Extract,DB10760,
Non-Standardized Pollen Allergenic Extract,DB10761,
Non-Standardized Pollen Allergenic Extract,DB10762,
Non-Standardized Pollen Allergenic Extract,DB10763,
Non-Standardized Pollen Allergenic Extract,DB10764,
Non-Standardized Pollen Allergenic Extract,DB10765,
Non-Standardized Pollen Allergenic Extract,DB10766,
Non-Standardized Pollen Allergenic Extract,DB10767,
Non-Standardized Pollen Allergenic Extract,DB10768,
Virulence Factors,DB10789,D037521
Vaccines,DB10803,D014612
Vaccines,DB10804,D014612
Yellow Fever Vaccines,DB10805,
Non-Standardized Fungal Allergenic Extract,DB10807,
Non-Standardized Fungal Allergenic Extract,DB10808,
Non-Standardized Fungal Allergenic Extract,DB10809,
Non-Standardized Fungal Allergenic Extract,DB10810,
Non-Standardized Fungal Allergenic Extract,DB10811,
Non-Standardized Fungal Allergenic Extract,DB10812,
Non-Standardized Fungal Allergenic Extract,DB10813,
Non-Standardized Fungal Allergenic Extract,DB10814,
Non-Standardized Pollen Allergenic Extract,DB10815,
Non-Standardized Pollen Allergenic Extract,DB10816,
Non-Standardized Fungal Allergenic Extract,DB10817,
Non-Standardized Fungal Allergenic Extract,DB10818,
Non-Standardized Fungal Allergenic Extract,DB10819,
Non-Standardized Fungal Allergenic Extract,DB10820,
Non-Standardized Fungal Allergenic Extract,DB10822,
Non-Standardized Fungal Allergenic Extract,DB10823,
Non-Standardized Fungal Allergenic Extract,DB10824,
Non-Standardized Fungal Allergenic Extract,DB10825,
Non-Standardized Bacterial Allergenic Extract,DB10826,
Non-Standardized Fungal Allergenic Extract,DB10827,
Non-Standardized Fungal Allergenic Extract,DB10828,
Non-Standardized Plant Allergenic Extract,DB10829,
Non-Standardized Plant Allergenic Extract,DB10830,
Non-Standardized Pollen Allergenic Extract,DB10831,
Non-Standardized Pollen Allergenic Extract,DB10832,
Non-Standardized Pollen Allergenic Extract,DB10833,
Non-Standardized Fungal Allergenic Extract,DB10834,
Non-Standardized Fungal Allergenic Extract,DB10835,
Non-Standardized Pollen Allergenic Extract,DB10836,
Non-Standardized Pollen Allergenic Extract,DB10837,
Non-Standardized Pollen Allergenic Extract,DB10838,
Non-Standardized Fungal Allergenic Extract,DB10839,
Non-Standardized Fungal Allergenic Extract,DB10840,
Non-Standardized Fungal Allergenic Extract,DB10841,
Non-Standardized Fungal Allergenic Extract,DB10842,
Non-Standardized Fungal Allergenic Extract,DB10843,
Non-Standardized Fungal Allergenic Extract,DB10844,
Non-Standardized Fungal Allergenic Extract,DB10845,
Non-Standardized Fungal Allergenic Extract,DB10846,
Non-Standardized Fungal Allergenic Extract,DB10847,
Non-Standardized Fungal Allergenic Extract,DB10848,
Non-Standardized Fungal Allergenic Extract,DB10849,
Non-Standardized Fungal Allergenic Extract,DB10850,
Non-Standardized Food Allergenic Extract,DB10851,
"Technology, Industry, and Agriculture",DB10852,D013676
Non-Standardized Animal Hair Allergenic Extract,DB10856,
Non-Standardized Feather Allergenic Extract,DB10857,
Non-Standardized Pollen Allergenic Extract,DB10858,
Non-Standardized Pollen Allergenic Extract,DB10859,
Non-Standardized Pollen Allergenic Extract,DB10860,
Non-Standardized Food Allergenic Extract,DB10861,
Non-Standardized Plant Allergenic Extract,DB10862,
Non-Standardized Plant Allergenic Extract,DB10864,
Non-Standardized Fungal Allergenic Extract,DB10865,
Non-Standardized Insect Allergenic Extract,DB10866,
Non-Standardized Animal Hair Allergenic Extract,DB10867,
Non-Standardized Fungal Allergenic Extract,DB10870,
Non-Standardized Pollen Allergenic Extract,DB10871,
Non-Standardized Pollen Allergenic Extract,DB10872,
Non-Standardized Fungal Allergenic Extract,DB10873,
Non-Standardized Plant Allergenic Extract,DB10875,
Non-Standardized Animal Hair Allergenic Extract,DB10876,
Non-Standardized Animal Hair Allergenic Extract,DB10877,
Non-Standardized Pollen Allergenic Extract,DB10879,
Non-Standardized Animal Hair Allergenic Extract,DB10880,
Non-Standardized Animal Hair Allergenic Extract,DB10881,
Non-Standardized Pollen Allergenic Extract,DB10882,
Non-Standardized Pollen Allergenic Extract,DB10883,
Non-Standardized Plant Allergenic Extract,DB10885,
Non-Standardized Pollen Allergenic Extract,DB10887,
Non-Standardized Pollen Allergenic Extract,DB10888,
Non-Standardized Pollen Allergenic Extract,DB10889,
Non-Standardized Food Allergenic Extract,DB10890,
Non-Standardized Food Allergenic Extract,DB10891,
Non-Standardized Food Allergenic Extract,DB10649,
Non-Standardized Feather Allergenic Extract,DB10893,
Non-Standardized Pollen Allergenic Extract,DB10894,
Non-Standardized Pollen Allergenic Extract,DB10895,
Non-Standardized Pollen Allergenic Extract,DB10896,
Non-Standardized Plant Allergenic Extract,DB10897,
Non-Standardized Animal Hair Allergenic Extract,DB10898,
Non-Standardized Pollen Allergenic Extract,DB10899,
Non-Standardized Pollen Allergenic Extract,DB10900,
Non-Standardized Pollen Allergenic Extract,DB10901,
Non-Standardized Pollen Allergenic Extract,DB10902,
Non-Standardized Food Allergenic Extract,DB10904,
Non-Standardized Food Allergenic Extract,DB10907,
Non-Standardized Pollen Allergenic Extract,DB10908,
Non-Standardized Pollen Allergenic Extract,DB10909,
Non-Standardized Pollen Allergenic Extract,DB10910,
Non-Standardized Pollen Allergenic Extract,DB10911,
Non-Standardized Pollen Allergenic Extract,DB10912,
Non-Standardized Pollen Allergenic Extract,DB10914,
Non-Standardized Fungal Allergenic Extract,DB10915,
Non-Standardized Pollen Allergenic Extract,DB10916,
Non-Standardized Food Allergenic Extract,DB10918,
Non-Standardized Food Allergenic Extract,DB10919,
Non-Standardized Pollen Allergenic Extract,DB10921,
Non-Standardized Pollen Allergenic Extract,DB10922,
Non-Standardized Pollen Allergenic Extract,DB10923,
Non-Standardized Pollen Allergenic Extract,DB10924,
Non-Standardized Pollen Allergenic Extract,DB10925,
Non-Standardized Pollen Allergenic Extract,DB10726,
Non-Standardized Pollen Allergenic Extract,DB10477,
Non-Standardized Pollen Allergenic Extract,DB10367,
Non-Standardized Pollen Allergenic Extract,DB10476,
Non-Standardized Fungal Allergenic Extract,DB10933,
Non-Standardized Fungal Allergenic Extract,DB10934,
Non-Standardized Fungal Allergenic Extract,DB10935,
Non-Standardized Fungal Allergenic Extract,DB10936,
Non-Standardized Fungal Allergenic Extract,DB10937,
Non-Standardized Pollen Allergenic Extract,DB10941,
Non-Standardized Pollen Allergenic Extract,DB10942,
Non-Standardized Pollen Allergenic Extract,DB10943,
Non-Standardized Pollen Allergenic Extract,DB10945,
Non-Standardized Pollen Allergenic Extract,DB10946,
Non-Standardized Pollen Allergenic Extract,DB10947,
Non-Standardized Pollen Allergenic Extract,DB10948,
Non-Standardized Pollen Allergenic Extract,DB10949,
Non-Standardized Pollen Allergenic Extract,DB10950,
Non-Standardized Pollen Allergenic Extract,DB10952,
Non-Standardized Pollen Allergenic Extract,DB10953,
Non-Standardized Pollen Allergenic Extract,DB10954,
Miscellaneous Therapeutic Agents,DB10955,
Bee and Wasp Venom,DB10956,D001514
Standardized Insect Venom Allergenic Extract,DB10957,
Standardized Insect Venom Allergenic Extract,DB10958,
